FEED URL	TAGS STRING	FEED DESCRIPTION	ABOUT PAGE	COMPANY GAME
http://www.2kgames.com/news/list?format=rss	"2kgames","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of 2K Games	http://www.2kgames.com/#/about-2k/	Bioshock series
twitter://2KGames	"2kgames","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of 2K Games	http://www.2kgames.com/#/about-2k/	Bioshock series
youtube://2KGames 	"2kgames","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of 2K Games	http://www.2kgames.com/#/about-2k/	Bioshock series
twitter://Halowaypoint	"343industries","microsoft","studio","america","pr","microsoftexclusive"	Official Twitter Account of 343 Industries, developer of Halo 4	http://www.microsoft-careers.com/go/343-Industries-Jobs/190537/	Halo 4
youtube://HaloWaypoint	"343industries","microsoft","studio","america","pr","microsoftexclusive"	Official Youtube Channel of 343 Industries, developer of Halo 4	http://www.microsoft-careers.com/go/343-Industries-Jobs/190537/	Halo 4
flickr://39349482@N08	,,,"america","people","generic"	Official Flickr Account of Corrinne Yu: Director of Technology on XBOX 360, PS3, PC & Principal Engine Programmer of Halo 4		
twitter://Corrinne	,,,"america","people","generic"	Official Twitter Account of Corrinne Yu: Director of Technology on XBOX 360, PS3, PC & Principal Engine Programmer of Halo 4		
http://www.5thcell.com/category/news/feed/	"5thcell","thirdparty","studio","america","pr","generic"	Official News Feed of 5th Cell	http://www.5thcell.com/studio/about/	Scribblenauts series
facebook://197404747597	"5thcell","thirdparty","studio","america","pr","generic"	Official Facebook Page of 5th Cell	http://www.5thcell.com/studio/about/	Scribblenauts series
twitter://5thcell	"5thcell","thirdparty","studio","america","pr","generic"	Official Twitter Account of 5th Cell	http://www.5thcell.com/studio/about/	Scribblenauts series
youtube://5THCell	"5thcell","thirdparty","studio","america","pr","generic"	Official Youtube Channel of 5th Cell	http://www.5thcell.com/studio/about/	Scribblenauts series
twitter://Swery65	,,,"japan","people","generic"	Official Twitter Account of Sweary65: Director & Producer for Access Games		Deadly Premonition
http://forums.aceteam.cl/blog/zenoclash/index.php?req=syndicate	"aceteam","indie","studio","world","pr","generic"	Official News Feed of Ace Team Software	http://www.aceteam.cl/	Rock of Ages
facebook://190437300998555	"aceteam","indie","studio","world","pr","generic"	Official Facebook Page of Ace Team Software	http://www.aceteam.cl/	Rock of Ages
twitter://theACETeam	"aceteam","indie","studio","world","pr","generic"	Official Twitter Account of Ace Team Software	http://www.aceteam.cl/	Rock of Ages
youtube://ACETeamSoftware 	"aceteam","indie","studio","world","pr","generic"	Official Youtube Channel Ace Team Software	http://www.aceteam.cl/	Rock of Ages
twitter://acquire_pr	"acquire","independent","studio","japan","pr","japanese only"	Official Twitter Account of Acquire Corp.	http://eng.acquire.co.jp/info.php	Tenchu
facebook://198420363518521	"acquire","independent","studio","japan","pr","japanese only"	Official Facebook Page of Acquire Corp.	http://eng.acquire.co.jp/info.php	Tenchu
http://apps.shareholder.com/rss/rss.aspx?channels=524&companyid=ACTI	"activision","thirdparty","distributor","worldwide","pr","generic"	Official News Feed of Activision	http://www.activision.com/ROOT/en_US/web/AboutActivision/seniorManagement/about_us.html	
youtube://ActivisionGames	"activision","thirdparty","distributor","worldwide","pr","generic"	Official Youtube Channel of Activision	http://www.activision.com/ROOT/en_US/web/AboutActivision/seniorManagement/about_us.html	
facebook://245013245537015	"airtightgames","independent","studio","america","pr","generic"	Official Facebook Page of Airtight Games	http://www.airtightgames.com/	Quantum Conundrum
http://www.inthebasecase.com/?feed=rss2	,,,"america","people","generic"	Official News Feed of Kim Swift: Creative Director at Airtight Games		Quantum Conundrum
twitter://AirtightGames	"airtightgames","independent","studio","america","pr","generic"	Official Twitter Account of Airtight Games	http://www.airtightgames.com/	Quantum Conundrum
twitter://K2theSwift	,,,"america","people","generic"	Official Twitter Account of Kim Swift: Creative Director at Airtight Games		Quantum Conundrum
facebook://324637879117	"amanitadesign","indie","studio","europe","pr","generic"	Official Facebook Page of Amanita Design	http://amanita-design.net/about.html	Machinarium
twitter://Amanita_Design	"amanitadesign","indie","studio","europe","pr","generic"	Official Twitter Account of Amanita Design	http://amanita-design.net/about.html	Machinarium
http://amanita-design.net/blog/feed/	"amanitadesign","indie","studio","europe","pr","generic"	Official News Feed of Amanita Design	http://amanita-design.net/about.html	Machinarium
youtube://jdamanita	"amanitadesign","indie","studio","europe","pr","generic"	Official Youtube Channel of Amanita Design	http://amanita-design.net/about.html	Machinarium
facebook://280579462046917	"arcsystemworks","thirdparty","publisher","japan","pr","beatemup"	Official Facebook Page of Arc System Works	http://www.arcsystemworks.eu/company.php	BlazBlue series
twitter://blazblue_europe	"arcsystemworks","thirdparty","publisher","japan","pr","beatemup"	Official Twitter Account of Arc System Works	http://www.arcsystemworks.eu/company.php	BlazBlue series
youtube://arcsystemworks	"arcsystemworks","thirdparty","publisher","japan","pr","beatemup"	Official Youtube Channel of Arc System Works	http://www.arcsystemworks.eu/company.php	BlazBlue series
twitter://ArenaNet	"arenanet","thirdparty","studio","america","pr","mmorpg"	Official Twitter Account of ArenaNet	http://www.arena.net/	Guild Wars series
youtube://arenanetofficial	"arenanet","thirdparty","studio","america","pr","mmorpg"	Official Youtube Channel of ArenaNet	http://www.arena.net/	Guild Wars series
youtube://arikaex	"arika","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Arika	http://www.arika.co.jp/arika_eng/company/company.html	Tetris: The Grand Master 
twitter://ArtePiazza	"artepiazza","thirdparty","studio","japan","pr","japanese only"	Official Twitter Account of Artepiazza	http://www.artepiazza.com/en/about/outline.html	Dragon Quest series
facebook://172566332793761	"artepiazza","thirdparty","studio","japan","pr","japanese only"	Official Facebook Page of Artepiazza	http://www.artepiazza.com/en/about/outline.html	Dragon Quest series
facebook://151890318180418	"asobostudio","independent","studio","europe","pr","generic"	Official Facebook Page of Asobo Studio	http://www.asobostudio.com/about-us.html	Fuel
twitter://AsoboStudio	"asobostudio","independent","studio","europe","pr","generic"	Official Twitter Account of Asobo Studio	http://www.asobostudio.com/about-us.html	Fuel
youtube://AsoboStudio	"asobostudio","independent","studio","europe","pr","generic"	Official Youtube Channel of Asobo Studio	http://www.asobostudio.com/about-us.html	Fuel
facebook://66215843533	"atari","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Atari	http://www.atari.com/corporate/about-atari-sa	
twitter://atari	"atari","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Atari	http://www.atari.com/corporate/about-atari-sa	
youtube://atari	"atari","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Atari	http://www.atari.com/corporate/about-atari-sa	
twitter://atlususa	"atlus","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Atlus USA	http://www.atlus.com/corporate.php	Persona Series
youtube://atlustube	"atlus","thirdparty","publisher","worldwide","pr","japanese only"	Official Youtube Channel of Atlus	http://www.atlus.com/corporate.php	Persona Series
twitter://Atlus_jp	"atlus","thirdparty","publisher","worldwide","pr","japanese only"	Official Twitter Account of Atlus	http://www.atlus.com/corporate.php	Persona Series
http://www.atlusnet.jp/information/rss/	"atlus","thirdparty","publisher","worldwide","pr","japanese only"	Official News Feed of Atlus	http://www.atlus.com/corporate.php	Persona Series
youtube://AtlusUSA	"atlus","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Atlus USA	http://www.atlus.com/corporate.php	Persona Series
facebook://141547722567500	"avalanchestudios","independent","studio","europe","pr","generic"	Official Facebook Page of Avalanche Studios	http://www.avalanchestudios.se/eng/company-history/	Just Cause Series
twitter://AvalancheSweden	"avalanchestudios","independent","studio","europe","pr","generic"	Official Twitter Account of Avalanche Studios	http://www.avalanchestudios.se/eng/company-history/	Just Cause Series
facebook://127809343941892	"behaviourinteractive","independent","studio","america","pr","generic"	Official Facebook Page of Behaviour Interactive	http://www.bhvr.com/en/about/	Dante's Inferno
twitter://Behaviour	"behaviourinteractive","independent","studio","america","pr","generic"	Official Twitter Account of Behaviour Interactive	http://www.bhvr.com/en/about/	Dante's Inferno
http://feeds.feedburner.com/bethesdablog	"bethesdasoftworks","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Bethesda Softworks	http://www.zenimax.com/profile.htm	
twitter://bethblog	"bethesdasoftworks","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Bethesda Softworks	http://www.zenimax.com/profile.htm	
twitter://bgs_devs	"bethesdagamestudios","thirdparty","studio","america","pr","generic"	Official Twitter Account of Bethesda Game Studios	http://www.zenimax.com/profile.htm	The Elder Scrolls Series
youtube://BethesdaSoftworks	"bethesdasoftworks","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Bethesda Softworks	http://www.zenimax.com/profile.htm	
http://blog.bioware.com/feed/	"bioware","thirdparty","studio","america","pr","rpg"	Official News Feed of Bioware	http://www.bioware.com/about	Mass Effect Series
facebook://136219176405690	"bioware","thirdparty","studio","america","pr","rpg"	Official Facebook Page of Bioware	http://www.bioware.com/about	Mass Effect Series
twitter://BioWare	"bioware","thirdparty","studio","america","pr","rpg"	Official Twitter Account of Bioware	http://www.bioware.com/about	Mass Effect Series
twitter://CaseyDHudson	,,,"america","people","generic"	Official Twitter Account of Casey Hudson: Executive Producer of the Mass Effect Series 		
twitter://PWatamaniuk	,,,"america","people","generic"	Official Twitter Account of Preston Watamaniuk: Lead Designer of Mass Effect Series		
http://feeds.blitzgamesstudios.com/news/all.rss	"bliztgamestudios","independent","studio","europe","pr","generic"	Official News Feed of Blitz Games Studios	http://www.blitzgamesstudios.com/who-we-are	Epic Mickey 2
facebook://175795546667	"bliztgamestudios","independent","studio","europe","pr","generic"	Official Facebook Page of Blitz Games Studios	http://www.blitzgamesstudios.com/who-we-are	Epic Mickey 2
twitter://_bgs_	"bliztgamestudios","independent","studio","europe","pr","generic"	Official Twitter Account of Blitz Games Studios	http://www.blitzgamesstudios.com/who-we-are	Epic Mickey 2
youtube://BlitzGamesStudios	"bliztgamestudios","independent","studio","europe","pr","generic"	Official Youtube Channel of Blitz Games Studios	http://www.blitzgamesstudios.com/who-we-are	Epic Mickey 2
http://eu.blizzard.com/en-gb/news/rss.xml	"blizzard","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of Blizzard Entertainment	http://eu.blizzard.com/en-gb/company/about/	Diablo Series
facebook://152083869857	"blizzard","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Blizzard  Entertainment	http://eu.blizzard.com/en-gb/company/about/	Diablo Series
facebook://161714937184786	"bugbear","independent","studio","europe","pr","racing"	Official Facebook Page of Bugbear Entertainment	http://www.facebook.com/bugbeargames/info	FlatOut
twitter://bugbeargames	"bugbear","independent","studio","europe","pr","racing"	Official Twitter Account of Bugbear Entertainment	http://www.facebook.com/bugbeargames/info	FlatOut
http://www.bungie.net/en-us/Rss/News?tag=&creationDate=0&currentPage=1&itemsPerPage=8	"bungie","thirdparty","studio","america","pr","generic"	Official News Feed of Bungie	http://www.bungie.net/en-us/AboutUs#page=index	Halo Series
facebook://57193326148	"bungie","thirdparty","studio","america","pr","generic"	Official Facebook Page of Bungie	http://www.bungie.net/en-us/AboutUs#page=index	Halo Series
twitter://bungie	"bungie","thirdparty","studio","america","pr","generic"	Official Twitter Account of Bungie	http://www.bungie.net/en-us/AboutUs#page=index	Halo Series
youtube://Bungie	"bungie","thirdparty","studio","america","pr","generic"	Official Youtube Channel of Bungie	http://www.bungie.net/en-us/AboutUs#page=index	Halo Series
facebook://13505357691	,"indie",,"europe","people","experimental"	Official Facebook Page of Cactusquid	http://cactusquid.com/	Hotline Miami
twitter://cactusquid	,"indie",,"europe","people","experimental"	Official Twitter Account of Cactusquid	http://cactusquid.com/	Hotline Miami
http://rss.capcom-unity.com/blog/rss	"capcom","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of Capcom	http://www.capcom.com/us/?corpinfo	
facebook://6938264959	"capcom","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Capcom	http://www.capcom.com/us/?corpinfo	
twitter://Capcom_Unity	"capcom","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Capcom	http://www.capcom.com/us/?corpinfo	
youtube://CapcomUnityVideos	"capcom","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Capcom	http://www.capcom.com/us/?corpinfo	
facebook://197061503697145	"capybaragames","indie","studio","america","pr","generic"	Official Facebook Page of Capybara Games	http://www.capybaragames.com/	Critter Crunch
flickr://51277380@N08	"capybaragames","indie","studio","america","pr","generic"	Official Flickr Album of Capybara Games	http://www.capybaragames.com/	Critter Crunch
tumblr://capygames	"capybaragames","indie","studio","america","pr","generic"	Official Tumblr Account of Capybara Games	http://www.capybaragames.com/	Critter Crunch
http://www.capybaragames.com/feed/	"capybaragames","indie","studio","america","pr","generic"	Official News Feed of Capybara Games	http://www.capybaragames.com/	Critter Crunch
twitter://CAPYGAMES	"capybaragames","indie","studio","america","pr","generic"	Official Twitter Account of Capybara Games	http://www.capybaragames.com/	Critter Crunch
youtube://capybaragames	"capybaragames","indie","studio","america","pr","generic"	Official Youtube Channel of Capybara Games	http://www.capybaragames.com/	Critter Crunch
twitter://krispiotrowski	,"indie",,"america","people","generic"	Official Twitter Account of Kris Piotrowski: Creative Director & Game Designer of Capybara		
facebook://112992778755697	"caveinteractive","thirdparty","studio","japan","pr","shmup"	Official Facebook Page of CAVE Interactive	http://caveinteractive.com/about/outline-of-business/	Dodonpachi Resurrection 
http://caveinteractive.com/category/news/feed/	"caveinteractive","thirdparty","studio","japan","pr","shmup"	Official News Feed of CAVE Interactive	http://caveinteractive.com/about/outline-of-business/	Dodonpachi Resurrection 
youtube://cavecoltd	"caveinteractive","thirdparty","studio","japan","pr","shmup"	Official Youtube Channel of CAVE Interactive	http://caveinteractive.com/about/outline-of-business/	Dodonpachi Resurrection 
facebook://283103815139159	"cdprojekt","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of CD Projekt Red 	http://www.youtube.com/user/CDPRED/about	The Witcher series
http://cdpred.com/feed/	"cdprojekt","thirdparty","publisher","worldwide","devblog","generic"	Official News Feed of CD Projekt Red	http://www.youtube.com/user/CDPRED/about	The Witcher series
twitter://CDProjektRED	"cdprojekt","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of CD Projekt Red	http://www.youtube.com/user/CDPRED/about	The Witcher series
youtube://CDPRED	"cdprojekt","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of CD Projekt Red	http://www.youtube.com/user/CDPRED/about	The Witcher series
facebook://115215961870869	"climaxstudios","independent","studio","europe","pr","generic"	Official Facebook Page of Climax Studios	http://www.climaxstudios.com/who-we-are	Silent Hill: Shattered Memories
http://www.climaxstudios.com/feed/ 	"climaxstudios","independent","studio","europe","pr","generic"	Official News Feed of Climax Studios	http://www.climaxstudios.com/who-we-are	Silent Hill: Shattered Memories
twitter://ClimaxStudios	"climaxstudios","independent","studio","europe","pr","generic"	Official Twitter Account of Climax Studios	http://www.climaxstudios.com/who-we-are	Silent Hill: Shattered Memories
facebook://147069901979780	"codeglue","indie","studio","europe","pr","generic"	Official Facebook Page of Codeglue	http://www.codeglue.com/codeglue/	Rocket Riot
youtube://CodeglueTV	"codeglue","indie","studio","europe","pr","generic"	Official Youtube Channel of Codeglue	http://www.codeglue.com/codeglue/	Rocket Riot
twitter://codeglue	"codeglue","indie","studio","europe","pr","generic"	Official Twitter Account of Codeglue	http://www.codeglue.com/codeglue/	Rocket Riot
twitter://Codemasters	"codemasters","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Codemaster	http://www.codemasters.com/uk/about-us/	DiRT
http://www.codemasters.com/uk/articles.rss	"codemasters","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of Codemaster	http://www.codemasters.com/uk/about-us/	DiRT
facebook://13475974993300	"criterion","thirdparty","studio","europe","pr","racing"	Official Facebook Page of Criterion Games	http://www.criteriongames.com/about/	Burnout series
http://blog.criteriongames.com/rss.xml	"criterion","thirdparty","studio","europe","pr","racing"	Official News Feed of Criterion Games	http://www.criteriongames.com/about/	Burnout series
twitter://CriterionGames	"criterion","thirdparty","studio","europe","pr","racing"	Official Twitter Account of Criterion Games	http://www.criteriongames.com/about/	Burnout series
youtube://burnoutteamrocks	"criterion","thirdparty","studio","europe","pr","racing"	Official Youtube Channel of Criterion Games	http://www.criteriongames.com/about/	Burnout series
facebook://8277214270	"crystaldynamics","thirdparty","studio","america","pr","generic"	Official Facebook Page of Crystal Dynamics	http://www.facebook.com/pages/Crystal-Dynamics/8277214270?id=8277214270&sk=info	Tomb Raider series
twitter://CrystalDynamics	"crystaldynamics","thirdparty","studio","america","pr","generic"	Official Twitter Account of Crystal Dynamics	http://www.facebook.com/pages/Crystal-Dynamics/8277214270?id=8277214270&sk=info	Tomb Raider series
youtube://CrystalDynamicsGames	"crystaldynamics","thirdparty","studio","america","pr","generic"	Official Youtube Channel of Crystal Dynamics	http://www.facebook.com/pages/Crystal-Dynamics/8277214270?id=8277214270&sk=info	Tomb Raider series
facebook://191374600928079	"crytek","independent","studio","europe","devblog","generic"	Facebook Page of Crytek's Official Development Portal for all CryENGINE Products	http://www.crytek.com/company	Far Cry series
facebook://234568920286	"crytek","independent","studio","europe","pr","generic"	Official Facebook Page of Crytek	http://www.crytek.com/company	Far Cry series
http://www.crytek.com/blog/rss	"crytek","independent","studio","europe","pr","generic"	Official News Feed of Crytek	http://www.crytek.com/company	Far Cry series
http://www.crytek.com/rss	"crytek","independent","studio","europe","pr","generic"	Official News Feed of Crytek	http://www.crytek.com/company	Far Cry series
twitter://crytek	"crytek","independent","studio","europe","pr","generic"	Official Twitter Account of Crytek	http://www.crytek.com/company	Far Cry series
facebook://157229434299827	"cyberconnect2","thirdparty","studio","japan","pr","generic"	Official Facebook Page of CyberConnect2	http://www.cc2.co.jp/en/company.html	
http://www.cc2.co.jp/blog_en/?feed=rss	"cyberconnect2","thirdparty","studio","japan","pr","generic"	Official News Feed of CyberConnect2	http://www.cc2.co.jp/en/company.html	
twitter://cc2information	"cyberconnect2","thirdparty","studio","japan","pr","generic"	Official Twitter Account of CyberConnect2	http://www.cc2.co.jp/en/company.html	
youtube://cc2channel	"cyberconnect2","thirdparty","studio","japan","pr","generic"	Official Youtube Channel of CyberConnect 2	http://www.cc2.co.jp/en/company.html	
twitter://D3_PUBLISHER	"d3","thirdparty","distributor","worldwide","pr","generic"	Official Twitter Account of D3	http://d3publisher.us/Corporate.asp	
youtube://D3Publisher	"d3","thirdparty","distributor","worldwide","pr","generic"	Official Youtube Channel of D3	http://d3publisher.us/Corporate.asp	
http://criminalcrackdown.blogspot.com/feeds/posts/default	,,,"america","people","generic"	Official News Feed of David Scott Jaffe: Video Game Designer of Twisted Metal & God of War		God of War series
twitter://davidscottjaffe	,,,"america","people","generic"	Official Twitter Account of David Scott Jaffe: Video Game Designer of Twisted Metal & God of War		God of War series
facebook://200756696602812	"deadelicentertainment","thirdparty","publisher","worldwide","pr","adventure"	Official Facebook Page of Daedelic Entertainment	http://www.daedalic.de/en/About/?PHPSESSID=6s19g674mrgm6eugcq6eorc3q6	Chaos on Deponia
http://www.daedalic.de/rss/rss_en.php	"deadelicentertainment","thirdparty","publisher","worldwide","pr","adventure"	Official News Feed of Daedelic Entertainment	http://www.daedalic.de/en/About/?PHPSESSID=6s19g674mrgm6eugcq6eorc3q6	Chaos on Deponia
twitter://daedalic	"deadelicentertainment","thirdparty","publisher","worldwide","pr","adventure"	Official Twitter Account of Daedelic Entertainment	http://www.daedalic.de/en/About/?PHPSESSID=6s19g674mrgm6eugcq6eorc3q6	Chaos on Deponia
youtube://DaedalicEnt	"deadelicentertainment","thirdparty","publisher","worldwide","pr","adventure"	Official Youtube Channel of Daedelic Entertainment	http://www.daedalic.de/en/About/?PHPSESSID=6s19g674mrgm6eugcq6eorc3q6	Chaos on Deponia
twitter://deepsilver	"deepsilver","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Deep Silver	http://www.deepsilver.com/about-us/	
facebook://327980644135	"deepsilver","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Deep Silver	http://www.deepsilver.com/about-us/	
youtube://deepsilverhq	"deepsilver","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Deep Silver	http://www.deepsilver.com/about-us/	
http://dice.se/publications/feed/	"dice","thirdparty","studio","europe","devblog","generic"	Official Publications Feed of DICE	http://dice.se/about/	Battlefield series
twitter://EA_DICE	"dice","thirdparty","studio","europe","pr","generic"	Official Twitter Account of DICE	http://dice.se/about/	Battlefield series
tumblr://disneyinteractive	"disneyinteractive","thirdparty","publisher","worldwide","pr","generic"	Official Tumblr Account of Disney Interactive	http://news.disneyinteractive.com/aboutus/companyOverview.shtml	
twitter://disneygames	"disneyinteractive","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Disney Games	http://news.disneyinteractive.com/aboutus/companyOverview.shtml	
twitter://disneyinteract	"disneyinteractive","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Disney Interactive	http://news.disneyinteractive.com/aboutus/companyOverview.shtml	
youtube://DisneyVideoGames	"disneyinteractive","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Disney Interactive	http://news.disneyinteractive.com/aboutus/companyOverview.shtml	
facebook://39764057287	"doublefine","independent","studio","america","pr","generic"	Official Facebook Page of Double Fine	http://www.doublefine.com/about/	Brütal Legend
tumblr://doublefine	"doublefine","independent","studio","america","devblog","generic"	Official Tumblr Account of Double Fine	http://www.doublefine.com/about/	Brütal Legend
http://grumpygamer.com/rss2.0	,,,"america","people","generic"	Official News Feed of Ron Gilbert: Game Designer at Double Fine Productions		
http://www.doublefine.com/rss/	"doublefine","independent","studio","america","pr","generic"	Official News Feed of Double Fine	http://www.doublefine.com/about/	Brütal Legend
twitter://doublefine	"doublefine","independent","studio","america","pr","generic"	Official Twitter Account of Double Fine	http://www.doublefine.com/about/	Brütal Legend
twitter://grumpygamer	,,,"america","people","generic"	Official Twitter Account of Ron Gilbert: Game Designer at Double Fine Productions		
twitter://timoflegend	,,,"america","people","generic"	Official Twitter Account of Tim Shaffer: Founder of Double Fine		
youtube://DoubleFineProd	"doublefine","independent","studio","america","pr","generic"	Official Youtube Channel of Double Fine	http://www.doublefine.com/about/	Brütal Legend
facebook://151517541539878	"drinkboxstudios","indie","studio","america","pr","generic"	Official Facebook Page of Drinkbox Studios	http://drinkboxstudios.com/blog/about-us/	Tales From Space
http://www.drinkboxstudios.com/blog/?feed=rss2	"drinkboxstudios","indie","studio","america","pr","generic"	Official News Feed of Drinkbox Studios	http://drinkboxstudios.com/blog/about-us/	Tales From Space
twitter://Drinkboxstudios	"drinkboxstudios","indie","studio","america","pr","generic"	Official Twitter Account of Drinkbox Studios	http://drinkboxstudios.com/blog/about-us/	Tales From Space
facebook://68678914189	"ea","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Electronic Arts	http://www.ea.com/about	
http://www.ea.com/rss/news	"ea","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of Electronic Arts	http://www.ea.com/about	
twitter://EA	"ea","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Electronic Arts	http://www.ea.com/about	
twitter://EAMobile	"ea","thirdparty","publisher","worldwide","pr","mobile"	Official Twitter Account of Electronic Games Mobile	http://www.ea.com/about	
twitter://EASPORTS	"ea","thirdparty","publisher","worldwide","pr","sport"	Official Twitter Account of EA Sports	http://www.ea.com/about	
youtube://EA	"ea","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Electronic Arts	http://www.ea.com/about	
youtube://EASPORTS 	"ea","thirdparty","publisher","worldwide","pr","sport"	Official Youtube Channel of EA Sports	http://www.ea.com/about	
http://edmundm.com/rss	,"indie",,"america","people","generic"	Official News Feed of Edmund McMillen: Indie Game Developer		Super Meat Boy
twitter://EdmundMcMillenn	,"indie",,"america","people","generic"	Official Twitter Account of Edmund McMillen: Indie Game Developer		Super Meat Boy
http://www.eidosmontreal.com/?func=rss-games&locale=en_US	"eidosmontreal","thirdparty","studio","studio","pr","generic"	Official News Feed of Eidos Montreal	http://www.eidosmontreal.com/studio/od	Deus Ex: Human Revolution
http://www.eidosmontreal.com/?func=rss-studio&locale=en_US	"eidosmontreal","thirdparty","studio","studio","pr","generic"	Official News Feed of Eidos Montreal	http://www.eidosmontreal.com/studio/od	Deus Ex: Human Revolution
twitter://eidosmontreal	"eidosmontreal","thirdparty","studio","studio","pr","generic"	Official Twitter Account of Eidos Montreal	http://www.eidosmontreal.com/studio/od	Deus Ex: Human Revolution
youtube://EidosMontreal	"eidosmontreal","thirdparty","studio","studio","pr","generic"	Official Youtube Channel of Eidos Montreal	http://www.eidosmontreal.com/studio/od	Deus Ex: Human Revolution
facebook://109587019132162	"epicgames","thirdparty","studio","america","devblog","generic"	Official Facebook Page of Unreal Engine	http://epicgames.com/about	Gears of War series
facebook://44457290139	"epicgames","thirdparty","studio","america","pr","generic"	Official Facebook Page of Epic Games	http://epicgames.com/about	Gears of War series
http://epicgames.com/events/rss	"epicgames","thirdparty","studio","america","events","generic"	Official Epic Games Events News Feed	http://epicgames.com/about	Gears of War series
twitter://EpicGames	"epicgames","thirdparty","studio","america","pr","generic"	Official Twitter Account of Epic Games	http://epicgames.com/about	Gears of War series
twitter://UnrealEngine	"epicgames","thirdparty","studio","america","devblog","generic"	Official Twitter Account of Unreal Engine	http://epicgames.com/about	Gears of War series
youtube://epicgamesinc	"epicgames","thirdparty","studio","america","pr","generic"	Official Youtube Channel of Epic Games	http://epicgames.com/about	Gears of War series
twitter://PhenomEvolution	"evolutionstudios","sony","studio","europe","pr","racing"	Official Twitter Account of Evolution Studios	http://www.evos.net/games/	Motor Storm series
http://2dboy.com/feed/	"2dboy","indie","studio","america","pr","experimental"	Official News Feed of 2D Boy	http://2dboy.com/about.php	World of Goo
facebook://95503416635	"fireflystudios","independent","studio","europe","pr","rts"	Official Facebook Page of Firefly Studios	http://www.fireflyworlds.com/index.php?option=com_content&task=view&id=330&Itemid=314	Stronghold series
twitter://fireflyworlds	"fireflystudios","independent","studio","europe","pr","rts"	Official Twitter Account of Firefly Studios	http://www.fireflyworlds.com/index.php?option=com_content&task=view&id=330&Itemid=314	Stronghold series
youtube://fireflyworlds	"fireflystudios","independent","studio","europe","pr","rts"	Official Youtube Channel of Firefly Studios	http://www.fireflyworlds.com/index.php?option=com_content&task=view&id=330&Itemid=314	Stronghold series
facebook://257613620920942	"freebirdgames","indie","studio","america","pr","experimental"	Official Facebook Page of Freebird Games	http://freebirdgames.com/about-us/	To The Moon
twitter://Reives_Freebird	,"indie",,"america","people","generic"	Official Twitter Account of Kan Gao: Director & Co-composer of To The Moon by Freebird Games		To The Moon
http://freebirdgames.com/feed/	"freebirdgames","indie","studio","america","pr","experimental"	Official News Feed of Freebird Games	http://freebirdgames.com/about-us/	To The Moon
youtube://Reivier	"freebirdgames","indie","studio","america","pr","experimental"	Official Youtube Channel of Freebird Games	http://freebirdgames.com/about-us/	To The Moon
twitter://FSGStudio	"freestylegames","thirdparty","studio","europe","pr","music"	Official Twitter Account of Freestylegames	http://www.freestylegames.com/about-freestylegames.php	Dj Hero series
facebook://157917794248664	"freestylegames","thirdparty","studio","europe","pr","music"	Official Facebook Page of Freestylegames	http://www.freestylegames.com/about-freestylegames.php	Dj Hero series
http://frictionalgames.blogspot.com/feeds/posts/default	"frictionalgames","indie","studio","europe","devblog","adventure"	Official News Feed of Frictional Games	http://www.frictionalgames.com/site/about	Amnesia
twitter://frictionalgames	"frictionalgames","indie","studio","europe","pr","adventure"	Official Twitter Account of Frictional Games	http://www.frictionalgames.com/site/about	Amnesia
